track_id,track_name,track_artist,danceability,instrumentalness,speechiness,acousticness,energy,valence,tempo,loudness,liveness,key,mode,time_signature,preview_url
5x5jtuR4qWJzC6cDTgysez,Clandestina - Cocaina Remix,FILV,0.715,3.86e-05,0.262,0.204,0.614,0.277,104.827,-9.218,0.139,8,0,4,https://p.scdn.co/mp3-preview/946c7d754551c89cbf075b90ed7ad726b9a86ef8?cid=49789426e6c04428a2befbd3c2d79b02
3QBZhGyrmH16X853rimdE1,I Made You Do,Melih Aydogan,0.779,0.00159,0.0418,0.71,0.703,0.734,122.035,-7.615,0.18,5,0,4,https://p.scdn.co/mp3-preview/28886a9fa2215c7552487f9488a0da27a1e4fe58?cid=49789426e6c04428a2befbd3c2d79b02
5WL6VbqrAs7qYsMkCvShoN,Carrousel - Short Version,NTO,0.662,0.882,0.0437,0.0418,0.429,0.15,121.034,-12.522,0.105,4,1,4,https://p.scdn.co/mp3-preview/f168adef4555a53c8b7f22bc6a72b328b0c7ad3c?cid=49789426e6c04428a2befbd3c2d79b02
7IXjxb3vmqbqZr06kieNUh,Fireburn,De Hofnar,0.774,0.0488,0.0481,0.00299,0.558,0.498,124.987,-7.45,0.102,2,1,4,https://p.scdn.co/mp3-preview/f57eebe6f127ff144df626f4131e3fab1f94e61e?cid=49789426e6c04428a2befbd3c2d79b02
6GomT970rCOkKAyyrwJeZi,Move Your Body,Öwnboss,0.848,0.000403,0.0527,0.0169,0.821,0.249,125.051,-5.408,0.0962,2,0,4,https://p.scdn.co/mp3-preview/86d6200edc5e8c68e89e22a126d1dbf7b73b7a90?cid=49789426e6c04428a2befbd3c2d79b02
2cegJfpyiaWXclqj5HRsZG,Just Feels Tight,FISHER,0.808,0.874,0.071,0.00153,0.994,0.719,127.004,-6.326,0.0686,1,1,4,https://p.scdn.co/mp3-preview/e90574f30ad3713a63d211b52f881a6a826802e0?cid=49789426e6c04428a2befbd3c2d79b02
68UW3plyDDNg1dkNIZRezJ,Tinted Eyes (feat. blackbear & 24kGoldn),DVBBS,0.743,2.46e-05,0.0343,0.00598,0.801,0.381,121.965,-4.097,0.178,5,0,4,https://p.scdn.co/mp3-preview/4a693921a2b8268e6809bacdbf0a269033fb5480?cid=49789426e6c04428a2befbd3c2d79b02
7yL4wdksHlDnmKvofxMTBE,A LOT TO LOSE,24kGoldn,0.607,0.0,0.0475,0.193,0.766,0.425,160.008,-5.65,0.131,1,1,4,https://p.scdn.co/mp3-preview/3a0b22bf183b594e0de8812a426b9c62f7430565?cid=49789426e6c04428a2befbd3c2d79b02
4Nnsl0Ji84Bcku8uVbFbjV,Mania,Madeon,0.528,0.424,0.0404,0.0177,0.6,0.0388,78.01,-8.666,0.106,8,1,4,https://p.scdn.co/mp3-preview/747410c7777ef031a2f1188497589b0b3b8e8241?cid=49789426e6c04428a2befbd3c2d79b02
2yQmSLH9Ni6Wif3fR8xHFR,"NEW BUGATTI (feat. Ski Mask The Slump God, Chief Keef, DJ Scheme)",Lil Gnar,0.721,1.08e-06,0.349,0.169,0.521,0.39,157.965,-9.687,0.115,11,0,4,https://p.scdn.co/mp3-preview/3add810f26621484aed4ea20fb045e5009bbb815?cid=49789426e6c04428a2befbd3c2d79b02
1d27WzQN1KHKu5969heJAZ,A Bar About a Bar,Chance the Rapper,0.561,0.0,0.377,0.172,0.574,0.795,80.107,-8.315,0.105,9,0,4,https://p.scdn.co/mp3-preview/100d75c0376791f9292a0945a3e6506b33199865?cid=49789426e6c04428a2befbd3c2d79b02
3NWTRZ0A8xKlBP1qgNftql,Special Affair,The Internet,0.795,0.00108,0.0859,0.183,0.409,0.518,120.095,-10.134,0.112,9,0,4,https://p.scdn.co/mp3-preview/c54f3166f9f5ef694281621c38944fd894daedfe?cid=49789426e6c04428a2befbd3c2d79b02
5ibTi2YwtvbB1bTOv2I93d,John Redcorn,SiR,0.734,0.00292,0.0865,0.224,0.438,0.645,143.961,-6.124,0.215,6,0,4,https://p.scdn.co/mp3-preview/a0f5e5fe7fad004db67f41fc8bcf56aa2c2c5b9f?cid=49789426e6c04428a2befbd3c2d79b02
3DlgDXIYtnWtJKiB8bZQMv,Photosynthesis,Saba,0.777,4.61e-06,0.27,0.536,0.662,0.634,111.13,-8.393,0.593,7,1,4,https://p.scdn.co/mp3-preview/de5bf0b2133e0c64a1f0be967ee7702b5f1860f5?cid=49789426e6c04428a2befbd3c2d79b02
0AR1NRcYkm2vhostE502BU,Overrated,Pretty Pink,0.556,0.275,0.14,0.0666,0.684,0.076,123.903,-8.183,0.237,7,0,4,https://p.scdn.co/mp3-preview/cfd6a2f3da60f2dc5e707db71771c5a6083a35a4?cid=49789426e6c04428a2befbd3c2d79b02
3B1Je3rlEac3p4ikYW13zw,Define,Dom Dolla,0.405,0.000412,0.0355,0.18,0.808,0.32,122.043,-3.867,0.133,0,0,4,https://p.scdn.co/mp3-preview/fb10eec01e73dc0dcff4b3d0af624b143265356a?cid=49789426e6c04428a2befbd3c2d79b02
7eRHGgeBiSpkkRDqpwrqiz,LONELY NIGHTS,Asha Imuno,0.734,4.6e-06,0.031,0.281,0.513,0.302,100.138,-6.028,0.106,9,0,4,https://p.scdn.co/mp3-preview/06a852dc72df5cedfe2e4e49d585b87fae553acd?cid=49789426e6c04428a2befbd3c2d79b02
1CIRbbtZFBm2T0cMqH8Cqe,Not Even In My Dreams,GUNNAR,0.474,0.0,0.0341,0.0993,0.346,0.607,108.134,-7.347,0.11,10,1,5,https://p.scdn.co/mp3-preview/315be0154c6938eb4a84e9d2eed6ac4b0c0b11f7?cid=49789426e6c04428a2befbd3c2d79b02
0PeWHVfXWa2rgosd8sURLn,Consecutive Normal Punches (feat. Buddy),Domo Genesis,0.83,0.224,0.296,0.126,0.631,0.358,129.021,-4.949,0.12,0,1,4,https://p.scdn.co/mp3-preview/37d6e6aa1683e36a8119a39454517441b185ad85?cid=49789426e6c04428a2befbd3c2d79b02
1gEB5InUzgNLHPv8H34v54,"Wake Up, Get Down",Cupidon,0.747,0.000276,0.429,0.372,0.453,0.374,108.911,-10.563,0.125,10,0,4,https://p.scdn.co/mp3-preview/e78a6c04bde097f03397bc898adc7ca54e3f162c?cid=49789426e6c04428a2befbd3c2d79b02
38spM0LahLUfQhOMAqA7AI,Be Your Girl (Kaytranada Edition),Teedra Moses,0.864,5.27e-06,0.386,0.208,0.682,0.268,115.012,-6.73,0.1,6,0,4,https://p.scdn.co/mp3-preview/c057a3897561adb83731d724becdf41a17bead4a?cid=49789426e6c04428a2befbd3c2d79b02
5jkFvD4UJrmdoezzT1FRoP,Rasputin,Boney M.,0.639,0.00816,0.036,0.289,0.893,0.966,126.143,-6.509,0.222,9,1,4,https://p.scdn.co/mp3-preview/f6d6eb8dabae0e8fa8aa7f93743bc2067daac97c?cid=49789426e6c04428a2befbd3c2d79b02
6utl2puTMct2t0ntNnZc68,"Honey, There's No Time",Feng Suave,0.614,0.000758,0.0707,0.631,0.398,0.563,127.973,-11.917,0.115,9,1,4,https://p.scdn.co/mp3-preview/aec2727ba5cc5dead7a1ff899e7cb212bad8fccf?cid=49789426e6c04428a2befbd3c2d79b02
5KFj6CPcfKGS6MI3gQEzNe,Brown Angel,Tamaraebi,0.815,0.112,0.115,0.175,0.787,0.656,119.982,-6.434,0.495,11,0,4,https://p.scdn.co/mp3-preview/d551b8f2f9c557b8eff1bf53ad614cf584450341?cid=49789426e6c04428a2befbd3c2d79b02
3jhStgnHgwPGaSyhdHuT1Z,Word on the Streets,Key Glock,0.886,3.76e-05,0.328,0.0266,0.646,0.798,148.119,-7.288,0.0857,10,0,4,https://p.scdn.co/mp3-preview/a8c9483f6a691fc3114982a62b87f77c5e88951b?cid=49789426e6c04428a2befbd3c2d79b02
5sxRbu2Oi9lgmLO8taA3Rf,"327 (feat. Tyler, The Creator & Billie Essco)",Westside Gunn,0.42,0.0,0.339,0.832,0.701,0.671,79.716,-7.582,0.103,1,0,4,https://p.scdn.co/mp3-preview/11f5ff2236f1a26372a5075e2be9bd37406acbec?cid=49789426e6c04428a2befbd3c2d79b02
1It1TxBK3xIQAB4xJkPevn,Blue Lights,Jorja Smith,0.692,0.0,0.185,0.666,0.57,0.309,91.917,-8.077,0.107,7,1,4,https://p.scdn.co/mp3-preview/15287e065d84b1103f467e8dd7ad3c5b92340f98?cid=49789426e6c04428a2befbd3c2d79b02
4kKdvXD0ez7jp1296JmAts,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,0.652,0.0,0.0595,0.903,0.259,0.836,142.169,-13.336,0.362,2,1,4,https://p.scdn.co/mp3-preview/40594c6620307172f3bb34b9ee5979d3c1c4b718?cid=49789426e6c04428a2befbd3c2d79b02
5hNsSrWcClSp0tg4Jdd4UY,I Got A Shot,Jack Harlow,0.973,0.0,0.0892,0.0784,0.433,0.933,120.055,-6.605,0.0753,3,0,4,https://p.scdn.co/mp3-preview/6b8acb053fa5f9c0fad21db461be2c7913ce90cf?cid=49789426e6c04428a2befbd3c2d79b02
4TIqzdAssasqx3DAe6cG9J,Ramen & OJ,Joyner Lucas,0.597,0.0,0.293,0.492,0.571,0.165,106.196,-6.205,0.093,1,0,3,https://p.scdn.co/mp3-preview/0af1c66665c4fdfd11d8252f9135ea8c12d2a1a9?cid=49789426e6c04428a2befbd3c2d79b02
7Bot6AB2dsvZEyqzUL8AUH,I'd Do Anything To Make You Smile,Jack Harlow,0.832,0.079,0.05,0.012,0.522,0.253,150.044,-7.244,0.377,2,1,4,https://p.scdn.co/mp3-preview/6714fd380cf53bc0fb44f9cac93190de30a44ce5?cid=49789426e6c04428a2befbd3c2d79b02
1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,Future,0.883,0.0,0.305,0.0603,0.657,0.284,124.992,-5.748,0.128,8,1,4,https://p.scdn.co/mp3-preview/a5bb6f511c845bd5f971e0fca5ba45f080835ca9?cid=49789426e6c04428a2befbd3c2d79b02
7nc7mlSdWYeFom84zZ8Wr8,Tell Em,Cochise,0.672,0.0,0.226,0.103,0.717,0.473,157.905,-7.476,0.398,5,1,4,https://p.scdn.co/mp3-preview/fd0fe0658c90405f68c84cab80557d2b060a2414?cid=49789426e6c04428a2befbd3c2d79b02
2ihL1KGMA0geIqGT5pkZzo,WARSAW (feat. 2forwOyNE),Jack Harlow,0.923,4.12e-06,0.0883,0.0474,0.533,0.689,97.958,-5.627,0.0925,5,0,4,https://p.scdn.co/mp3-preview/89e8509868fa86cf769383104ec60f2adb195ef1?cid=49789426e6c04428a2befbd3c2d79b02
5uQOauh47VFt3B2kV9kRXw,My Shit,A Boogie Wit da Hoodie,0.812,0.0,0.0515,0.244,0.621,0.847,77.998,-8.3,0.099,5,1,4,https://p.scdn.co/mp3-preview/45655624341656d3375dbed1ea1b1546d59388f5?cid=49789426e6c04428a2befbd3c2d79b02
55WLWX71YkHt2tSucNIf1g,Sold Out Dates (feat. Lil Baby),Gunna,0.817,0.0,0.14,0.469,0.556,0.314,126.991,-7.178,0.131,4,0,4,https://p.scdn.co/mp3-preview/b42e6ff4e40f4c08cf33f3e13d1ecf5d2e8b88ac?cid=49789426e6c04428a2befbd3c2d79b02
6PZlK0iD8mhuS2y8Ce645t,LV Outkast,Jamaar,0.785,0.0,0.386,0.316,0.704,0.776,97.041,-5.385,0.373,11,0,4,https://p.scdn.co/mp3-preview/2447775340f9da63ee1fc037fea78cd0df3f484a?cid=49789426e6c04428a2befbd3c2d79b02
40oKW22ZNNkEdZLJTScaQI,Roll in Peace (feat. XXXTENTACION),Kodak Black,0.747,0.0,0.245,0.0306,0.524,0.363,140.053,-6.807,0.2,10,0,4,https://p.scdn.co/mp3-preview/1b576ba973999ee4ea4233c137e4973fc5dce959?cid=49789426e6c04428a2befbd3c2d79b02
7Fege3yv4dvehB3NdRBGwI,Banking On Me,Gunna,0.793,1.68e-05,0.0466,0.613,0.308,0.46,135.143,-10.414,0.0953,0,0,4,https://p.scdn.co/mp3-preview/c9e7e4d5325227a2379fa1d914a099fa96c66d8f?cid=49789426e6c04428a2befbd3c2d79b02
6AqmB6KKC9U6Pfssk1ZYGJ,Memories,Nebu Kiniza,0.812,2.13e-06,0.135,0.0593,0.589,0.414,151.373,-8.194,0.104,1,0,4,https://p.scdn.co/mp3-preview/591d1f7547eb09851a531d9a5338468b78e7a02c?cid=49789426e6c04428a2befbd3c2d79b02
73xjJ1TIE6WP3HNKczQE4F,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,0.925,0.0,0.112,0.103,0.322,0.712,129.957,-9.8,0.137,11,0,4,https://p.scdn.co/mp3-preview/16f0305cd654ff7f51eeb840586ea8fcebb22b23?cid=49789426e6c04428a2befbd3c2d79b02
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),Offset,0.88,5.05e-05,0.206,0.149,0.428,0.333,100.007,-8.28,0.114,9,1,4,https://p.scdn.co/mp3-preview/89cee86b4663ac093731d7a433491dd71e286f61?cid=49789426e6c04428a2befbd3c2d79b02
2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,0.703,0.0,0.05,0.617,0.757,0.696,82.008,-3.612,0.106,1,1,4,https://p.scdn.co/mp3-preview/80d5a005febd46fdf05e905fc18437bd7388075d?cid=49789426e6c04428a2befbd3c2d79b02
2t8yVaLvJ0RenpXUIAC52d,a lot,21 Savage,0.837,0.00125,0.086,0.0395,0.636,0.274,145.972,-7.643,0.342,1,1,4,https://p.scdn.co/mp3-preview/8e4bedd4dd85c00a3cd298e59f209fd23818b7d6?cid=49789426e6c04428a2befbd3c2d79b02
5uZm7EFtP5aoTJvx5gv9Xf,Jungle,A Boogie Wit da Hoodie,0.538,0.0,0.737,0.308,0.52,0.551,180.274,-11.063,0.214,7,0,4,https://p.scdn.co/mp3-preview/e36886ed66a1c78319af4b2e2e138ed7c9a39cc4?cid=49789426e6c04428a2befbd3c2d79b02
4peYARr5TMDzveSsDArLk1,No Holds Barred,Jamaar,0.7,1.03e-06,0.201,0.273,0.659,0.443,138.104,-8.172,0.294,11,0,4,https://p.scdn.co/mp3-preview/811f25dd657040e97f71c61328eb1d80d3d34642?cid=49789426e6c04428a2befbd3c2d79b02
0e4A9Fak1nJ7RtBD8YpoEo,Onna Come Up,Lil Eazzyy,0.796,2.73e-05,0.285,0.356,0.426,0.649,150.043,-13.207,0.0941,1,1,4,https://p.scdn.co/mp3-preview/9464b1739305879009148bcf4ba4a332e4972155?cid=49789426e6c04428a2befbd3c2d79b02
2aPTvyE09vUCRwVvj0I8WK,Sundress,A$AP Rocky,0.721,3.68e-06,0.0595,0.181,0.707,0.743,125.005,-6.364,0.143,6,1,4,https://p.scdn.co/mp3-preview/4cc0018584f7e316a81616be3bf66c9d9a42ed0e?cid=49789426e6c04428a2befbd3c2d79b02
1Gno5IBUHh6vUKp4nxu2Yd,Love Drugs and Sex,A Boogie Wit da Hoodie,0.762,0.0,0.112,0.55,0.553,0.773,119.973,-7.207,0.115,5,0,4,https://p.scdn.co/mp3-preview/1d21b37f301380cf3e5f4f20be95d3e9fbe34cf1?cid=49789426e6c04428a2befbd3c2d79b02
27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,Travis Scott,0.702,0.0,0.0547,0.201,0.708,0.713,147.98,-5.366,0.118,10,0,4,https://p.scdn.co/mp3-preview/4b3564ac8a8363c105fbc651062e2a466076c69c?cid=49789426e6c04428a2befbd3c2d79b02
0XOKietGW4PXK4hs4jyfpO,WALK IN THE PARK,Jack Harlow,0.956,0.0,0.167,0.07,0.519,0.529,132.061,-7.832,0.106,11,1,4,https://p.scdn.co/mp3-preview/1181caedf152d2a60087dbbbd35119d0da605cd2?cid=49789426e6c04428a2befbd3c2d79b02
4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,0.861,0.661,0.0675,0.594,0.647,0.67,158.037,-7.425,0.114,7,1,4,https://p.scdn.co/mp3-preview/a23f4faaefc0b1105bd70e3e46189bcf930dcd42?cid=49789426e6c04428a2befbd3c2d79b02
4v1P7JCjehbg5TmLQo2mFy,7AM,Lil Uzi Vert,0.638,0.0,0.131,0.275,0.526,0.301,139.054,-8.401,0.462,7,1,4,https://p.scdn.co/mp3-preview/4f1c54c4628a6a0d3b3932e704cfc3c68859c57c?cid=49789426e6c04428a2befbd3c2d79b02
5H6SZcjJzBNsB2VzKW2Ivd,Tiempo,Ozuna,0.778,0.00386,0.149,0.25,0.752,0.791,180.017,-4.976,0.0866,1,0,4,https://p.scdn.co/mp3-preview/65d5fe64f376c2cfa005ad0b3535aed6c9a2a947?cid=49789426e6c04428a2befbd3c2d79b02
6ZthdsKjWtiCxnxbhs74vF,Drip or Drown,Gunna,0.952,0.0,0.361,0.774,0.478,0.568,118.008,-8.52,0.112,5,0,4,https://p.scdn.co/mp3-preview/d0722f3ae15763c5f462111b094af348c137e416?cid=49789426e6c04428a2befbd3c2d79b02
6qCUUYdNXykbv2bG4qMZhR,Hamilton Way,Nokiaa,0.827,0.95,0.114,0.124,0.258,0.899,131.901,-14.988,0.104,8,1,4,https://p.scdn.co/mp3-preview/2207e867d1776bafa164adf03cc80c40c5d2a73d?cid=49789426e6c04428a2befbd3c2d79b02
3L19besdNQzd342qL78xqm,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,0.81,5.69e-06,0.17,0.0114,0.55,0.183,76.503,-7.46,0.107,2,0,4,https://p.scdn.co/mp3-preview/0ec85bf8f1067e5e6f578d89ed143a25eec14fe9?cid=49789426e6c04428a2befbd3c2d79b02
6dJ7igqQIKNRXM1R0umY8c,C'est La Vie,SEGA,0.861,8.04e-06,0.263,0.0536,0.675,0.645,139.994,-6.945,0.173,1,0,4,https://p.scdn.co/mp3-preview/8bbfcc5082854d2099c46847f2061ccecdaf1aa7?cid=49789426e6c04428a2befbd3c2d79b02
4dd9GGN2kHb1d28yGL578m,distance,Nohidea,0.563,0.822,0.121,0.753,0.206,0.251,158.148,-18.479,0.0841,3,0,4,https://p.scdn.co/mp3-preview/fa82831071bf78c1f4310b60fefe4fde8a0574ac?cid=49789426e6c04428a2befbd3c2d79b02
3YeQsJs1FdLI3w0BqWwpmk,2nd Hand,$uicideboy$,0.933,0.0,0.127,0.0307,0.424,0.0775,139.977,-6.686,0.101,1,1,4,https://p.scdn.co/mp3-preview/a63b92371c78494c1eae05170d7b20df20f0c7a9?cid=49789426e6c04428a2befbd3c2d79b02
1srm5YnZiu7Ksnd2UTTmmk,Savage,A Boogie Wit da Hoodie,0.78,0.0,0.149,0.188,0.402,0.483,160.046,-9.255,0.0597,5,0,4,https://p.scdn.co/mp3-preview/ce8b402c2e2b306a575b66b7e5c5514035198573?cid=49789426e6c04428a2befbd3c2d79b02
3w1WjD2zJqjBjDz5fwqQPJ,Tyler Herro,Jack Harlow,0.792,0.0,0.0841,0.0872,0.793,0.775,123.031,-6.185,0.22,5,0,4,https://p.scdn.co/mp3-preview/57db620e8b7ffe5c2117a5e65331622a868a21fc?cid=49789426e6c04428a2befbd3c2d79b02
71lyUtIPCMAYjTwwwxy2jW,4r Da Squaw,Isaiah Rashad,0.667,2.12e-05,0.329,0.532,0.523,0.409,143.934,-9.477,0.137,10,0,4,https://p.scdn.co/mp3-preview/48bbdaf243c705f0fe819d883efc34d4861eb34c?cid=49789426e6c04428a2befbd3c2d79b02
2FTeQQ5Rg9tBpgpTF5mnhE,Still Think About You,A Boogie Wit da Hoodie,0.946,0.0,0.21,0.219,0.646,0.961,127.978,-6.604,0.0643,5,1,4,https://p.scdn.co/mp3-preview/b1972997353323a3a4bb8f27836a57041960c14a?cid=49789426e6c04428a2befbd3c2d79b02
1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,0.839,0.0,0.0568,0.501,0.81,0.814,129.014,-5.274,0.117,5,0,4,https://p.scdn.co/mp3-preview/f770a1a0b3dfb5bc652f89848e45ab9d09f7dc69?cid=49789426e6c04428a2befbd3c2d79b02
6gbiTbclnHlmSIPfmF2zEc,Gang Shit No Lame Shit,Key Glock,0.828,0.0,0.301,0.0394,0.434,0.38,115.071,-10.609,0.0806,5,1,4,https://p.scdn.co/mp3-preview/90e78269cbe74899047b0e734f797f24a7974f33?cid=49789426e6c04428a2befbd3c2d79b02
2A4vCndSkZ3jd5nfh3a8gc,Skeezers,A Boogie Wit da Hoodie,0.792,0.0,0.155,0.558,0.484,0.353,140.019,-7.801,0.134,7,0,4,https://p.scdn.co/mp3-preview/e927390a3099e5c72ba2bffcbf71e9b5d08b5dd8?cid=49789426e6c04428a2befbd3c2d79b02
1ipSpQfzBbhPFhYm6tfVIz,Mr. Glock,Key Glock,0.804,0.0,0.352,0.002,0.946,0.745,150.141,-5.949,0.359,7,1,4,https://p.scdn.co/mp3-preview/6efa7953e7757397b8aa5e8ca1d2dba329957c5e?cid=49789426e6c04428a2befbd3c2d79b02
7MuhbSNErlmQAGRzhnnIjT,Odee,A Boogie Wit da Hoodie,0.854,0.0,0.293,0.208,0.48,0.293,86.049,-7.388,0.127,9,0,4,https://p.scdn.co/mp3-preview/56f546e82e5d692d183958a8f42be24ae12bd099?cid=49789426e6c04428a2befbd3c2d79b02
0xUvi7wldroBzaZCengPa5,24 (feat. Lil Baby),Money Man,0.868,0.0565,0.0736,0.146,0.638,0.459,126.03,-7.746,0.0931,2,1,4,https://p.scdn.co/mp3-preview/66aeb8b712f893c8bf1088a4a35a9e3a4805357e?cid=49789426e6c04428a2befbd3c2d79b02
7uLFOXgLrS90tEYPO1DGXy,Man in the Mirror,A Boogie Wit da Hoodie,0.849,0.0,0.0637,0.171,0.631,0.55,135.997,-4.241,0.149,3,0,4,https://p.scdn.co/mp3-preview/678f28d825ff3570954b71300a8e50e038ee7ad6?cid=49789426e6c04428a2befbd3c2d79b02
3XOalgusokruzA5ZBA2Qcb,pushin P (feat. Young Thug),Gunna,0.773,0.00693,0.187,0.00783,0.422,0.488,77.502,-4.572,0.129,1,0,1,https://p.scdn.co/mp3-preview/a524108f79c6d0bfb4f61c417f719a851876cf93?cid=49789426e6c04428a2befbd3c2d79b02
7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi",ROSALÍA,0.78,0.000868,0.225,0.462,0.759,0.579,91.952,-3.292,0.143,1,1,4,https://p.scdn.co/mp3-preview/b7ce0f23c96ad4adad0eda03277e5ac1fa37da19?cid=49789426e6c04428a2befbd3c2d79b02
3jT3A0QXqI01qV9WNxRJOV,EARNED IT,KILLY,0.938,0.0,0.335,0.31,0.717,0.84,131.99,-5.582,0.11,0,1,4,https://p.scdn.co/mp3-preview/d5dc229349bf897a7bcf1d26635a60aa54c154c5?cid=49789426e6c04428a2befbd3c2d79b02
1H5N26VqHR4JhuaRKY2I0u,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,0.609,0.0,0.0276,0.028,0.759,0.774,114.045,-4.862,0.183,6,1,4,https://p.scdn.co/mp3-preview/84514f304f702184728abfa31331d79e36856f82?cid=49789426e6c04428a2befbd3c2d79b02
0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,0.523,0.0,0.0269,0.04,0.769,0.876,136.162,-5.855,0.136,4,1,4,https://p.scdn.co/mp3-preview/23f6c629d7072e1adbe90b0a155b1110b2f94714?cid=49789426e6c04428a2befbd3c2d79b02
7lEgtLIriGoPyO9hzAsthq,Fuck Your Sunshine,Łaszewo,0.663,0.000149,0.267,0.499,0.525,0.188,180.074,-8.217,0.0935,0,1,4,https://p.scdn.co/mp3-preview/1418bc4b063e1da75de96f33c1170ac2e2fe76a1?cid=49789426e6c04428a2befbd3c2d79b02
2QEUyPjvg7UrGIuUSLuvzM,Flying High,Vana Liya,0.734,0.157,0.0399,0.292,0.592,0.729,87.009,-7.126,0.299,5,0,4,https://p.scdn.co/mp3-preview/7e90a592d3f76577994b9d59486f612c02edc04e?cid=49789426e6c04428a2befbd3c2d79b02
6ZA3Q8Dj5BrnmOsT300DCh,Ice Cream Man,Tyga,0.902,0.0,0.19,0.167,0.67,0.39,144.07,-4.074,0.107,10,1,4,https://p.scdn.co/mp3-preview/e7165f6c5f7a497553fe2d4f9f22493a1618a2ce?cid=49789426e6c04428a2befbd3c2d79b02
2SbAcN6cMTrtGeTFA5rqDe,Show Luv,Arno Cost,0.676,0.748,0.0511,0.0222,0.908,0.436,128.068,-5.896,0.181,4,0,4,https://p.scdn.co/mp3-preview/5677a10ff63faff12b6312405c92ddc112bb7fcd?cid=49789426e6c04428a2befbd3c2d79b02
3tjfbu0G0PPy8UjhxfxVIe,Heartburn,Wafia,0.511,5e-06,0.137,0.592,0.346,0.515,131.225,-11.308,0.134,1,1,5,https://p.scdn.co/mp3-preview/3ff3cc5d31d51c14526355c64f2821b456ec6df9?cid=49789426e6c04428a2befbd3c2d79b02
6EtKlIQmGPB9SX8UjDJG5s,Formula,Labrinth,0.574,0.0553,0.0409,0.0448,0.664,0.226,144.654,-6.068,0.146,11,1,4,https://p.scdn.co/mp3-preview/750da82d08dd4f1840d4d37032473167cdd3033b?cid=49789426e6c04428a2befbd3c2d79b02
5XKZua8kqgHwcxeKiMIjge,AirplaneMode,BONES,0.847,0.787,0.103,0.163,0.601,0.548,139.996,-6.311,0.11,11,0,4,https://p.scdn.co/mp3-preview/12b494202632f2aaa06ae538f62ec89f4969cac9?cid=49789426e6c04428a2befbd3c2d79b02
4blMTTElmTAmfEsyExPgTi,My Life,3rd Degree,0.73,0.0881,0.0295,0.103,0.717,0.469,98.001,-6.087,0.127,10,0,4,https://p.scdn.co/mp3-preview/0e73f71d3d2e4be7c8351be957c4d4cc14cd53f2?cid=49789426e6c04428a2befbd3c2d79b02
3lxUQ9Q9p2SiJU4FXSLUsr,Rush,SOMMA,0.738,0.529,0.0355,0.0177,0.597,0.124,124.027,-8.214,0.133,2,1,4,https://p.scdn.co/mp3-preview/7ed856978433ca0ea2d0589bc606b07aa5643d93?cid=49789426e6c04428a2befbd3c2d79b02
3I10tZ5MgEMo4WryCNJkZQ,Won't Forget You (Edit),Shouse,0.656,0.00816,0.024,0.02,0.655,0.555,127.001,-6.766,0.103,7,0,4,https://p.scdn.co/mp3-preview/95d0a52d0942d7ea4bd5b906e9e2696cfa256faf?cid=49789426e6c04428a2befbd3c2d79b02
3DR7shAbkNyqgZjYnHZLh2,Creme,Jack Harlow,0.857,7.58e-05,0.21,0.275,0.477,0.589,92.049,-8.547,0.14,11,0,4,https://p.scdn.co/mp3-preview/7eeaa82efdfa83a8aaed5e43b88114840765997d?cid=49789426e6c04428a2befbd3c2d79b02
4lH6nENd1y81jp7Yt9lTBX,Solo,Future,0.784,0.497,0.0475,0.0538,0.486,0.0894,110.964,-6.497,0.101,5,0,4,https://p.scdn.co/mp3-preview/4d691a3f52d5d7c6f03a14c0a93cb723727204f4?cid=49789426e6c04428a2befbd3c2d79b02
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta,0.561,7.07e-06,0.0343,0.00383,0.965,0.304,128.04,-3.673,0.371,7,0,4,https://p.scdn.co/mp3-preview/c1de960c1a98f7ab652331e5223c50baba75c460?cid=49789426e6c04428a2befbd3c2d79b02
4e4fqjx0Izh4svvTef1z7e,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.642,0.0,0.0848,0.0476,0.772,0.589,153.995,-6.61,0.0646,10,1,4,https://p.scdn.co/mp3-preview/0b972d24c49e50be428edfacbafae85cb80249e9?cid=49789426e6c04428a2befbd3c2d79b02
